Day,Date,Value,Name,Measure
5,2019-10-17,129.258758544922,Johnson & Johnson,Adj_Close
5,2019-10-17,136.169998168945,Johnson & Johnson,Close
5,2019-10-17,44.3600006103516,Astrazeneca,High
5,2019-10-17,14.1499996185303,Moderna,Low
5,2019-10-17,424500,Novavax,Volume
5,2019-10-17,14.7200002670288,Moderna,High
5,2019-10-17,135.649993896484,Johnson & Johnson,Low
5,2019-10-17,13.4799995422363,BioNTech,High
5,2019-10-17,12.6750001907349,BioNTech,Low
5,2019-10-17,44.1300010681152,Astrazeneca,Close
5,2019-10-17,41.7575225830078,Astrazeneca,Adj_Close
5,2019-10-17,1033900,Moderna,Volume
5,2019-10-17,849000,Inovio Pharmaceuticals,Volume
6,2019-10-18,14.8500003814697,Moderna,High
6,2019-10-18,14.8100004196167,Moderna,Close
6,2019-10-18,522800,Inovio Pharmaceuticals,Volume
6,2019-10-18,551300,Novavax,Volume
6,2019-10-18,43.6800003051758,Astrazeneca,Low
6,2019-10-18,4.63000011444092,Novavax,High
6,2019-10-18,1596400,Moderna,Volume
6,2019-10-18,25868700,Johnson & Johnson,Volume
6,2019-10-18,14.0699996948242,Moderna,Low
6,2019-10-18,2.23000001907349,Inovio Pharmaceuticals,Low
6,2019-10-18,2.25,Inovio Pharmaceuticals,Close
6,2019-10-18,13.3000001907349,BioNTech,Open
6,2019-10-18,231900,BioNTech,Volume
6,2019-10-18,13.3000001907349,BioNTech,Low
6,2019-10-18,4.48999977111816,Novavax,Close
6,2019-10-18,4.48999977111816,Novavax,Adj_Close
6,2019-10-18,44.1800003051758,Astrazeneca,Open
6,2019-10-18,43.8699989318848,Astrazeneca,Close
6,2019-10-18,4.38000011444092,Novavax,Low
6,2019-10-18,14.1400003433228,BioNTech,Adj_Close
6,2019-10-18,14.1400003433228,BioNTech,Close
6,2019-10-18,1650700,Astrazeneca,Volume
6,2019-10-18,127.699996948242,Johnson & Johnson,Close
6,2019-10-18,133.309997558594,Johnson & Johnson,Open
6,2019-10-18,127.699996948242,Johnson & Johnson,Low
6,2019-10-18,2.25,Inovio Pharmaceuticals,Adj_Close
6,2019-10-18,14.25,BioNTech,High
6,2019-10-18,121.218627929688,Johnson & Johnson,Adj_Close
6,2019-10-18,134.389999389648,Johnson & Johnson,High
6,2019-10-18,2.33999991416931,Inovio Pharmaceuticals,Open
6,2019-10-18,2.40000009536743,Inovio Pharmaceuticals,High
6,2019-10-18,44.2099990844727,Astrazeneca,High
6,2019-10-18,14.8100004196167,Moderna,Adj_Close
6,2019-10-18,41.5114974975586,Astrazeneca,Adj_Close
6,2019-10-18,4.57999992370606,Novavax,Open
6,2019-10-18,14.5,Moderna,Open
7,2019-10-21,41.3695602416992,Astrazeneca,Adj_Close
7,2019-10-21,4.40999984741211,Novavax,Adj_Close
7,2019-10-21,290000,BioNTech,Volume
7,2019-10-21,2.35999989509583,Inovio Pharmaceuticals,High
7,2019-10-21,14.8199996948242,BioNTech,Low
7,2019-10-21,930900,Moderna,Volume
7,2019-10-21,4.40999984741211,Novavax,Close
7,2019-10-21,121.522392272949,Johnson & Johnson,Adj_Close
7,2019-10-21,2.3199999332428,Inovio Pharmaceuticals,Adj_Close
7,2019-10-21,16.2800006866455,BioNTech,Adj_Close
7,2019-10-21,2.3199999332428,Inovio Pharmaceuticals,Close
7,2019-10-21,16.2800006866455,BioNTech,Close
7,2019-10-21,4.3600001335144,Novavax,Low
7,2019-10-21,127.059997558594,Johnson & Johnson,Low
7,2019-10-21,15.5,Moderna,Close
7,2019-10-21,43.9000015258789,Astrazeneca,High
7,2019-10-21,43.8699989318848,Astrazeneca,Open
7,2019-10-21,15.5900001525879,Moderna,High
7,2019-10-21,341600,Novavax,Volume
7,2019-10-21,43.7200012207031,Astrazeneca,Close
7,2019-10-21,128.669998168945,Johnson & Johnson,Open
7,2019-10-21,15.5,Moderna,Adj_Close
7,2019-10-21,422300,Inovio Pharmaceuticals,Volume
7,2019-10-21,2.26999998092651,Inovio Pharmaceuticals,Open
7,2019-10-21,2389900,Astrazeneca,Volume
7,2019-10-21,4.46999979019165,Novavax,Open
7,2019-10-21,14.6599998474121,Moderna,Low
7,2019-10-21,4.55999994277954,Novavax,High
7,2019-10-21,14.9399995803833,BioNTech,Open
7,2019-10-21,2.24000000953674,Inovio Pharmaceuticals,Low
7,2019-10-21,128.020004272461,Johnson & Johnson,Close
7,2019-10-21,16.2800006866455,BioNTech,High
7,2019-10-21,14.8999996185303,Moderna,Open
7,2019-10-21,129.669998168945,Johnson & Johnson,High
7,2019-10-21,43.6500015258789,Astrazeneca,Low
7,2019-10-21,13823600,Johnson & Johnson,Volume
8,2019-10-22,128.759994506836,Johnson & Johnson,Open
8,2019-10-22,2.26999998092651,Inovio Pharmaceuticals,Close
8,2019-10-22,4.26000022888184,Novavax,Low
8,2019-10-22,4.34000015258789,Novavax,Close
8,2019-10-22,2.26999998092651,Inovio Pharmaceuticals,Adj_Close
8,2019-10-22,2657000,Astrazeneca,Volume
8,2019-10-22,122.64249420166,Johnson & Johnson,Adj_Close
8,2019-10-22,43.8899993896484,Astrazeneca,Low
8,2019-10-22,130.539993286133,Johnson & Johnson,High
8,2019-10-22,501900,Inovio Pharmaceuticals,Volume
8,2019-10-22,2.25,Inovio Pharmaceuticals,Low
8,2019-10-22,407900,BioNTech,Volume
8,2019-10-22,15.9200000762939,Moderna,Adj_Close
8,2019-10-22,588500,Moderna,Volume
8,2019-10-22,15.5600004196167,Moderna,Open
8,2019-10-22,2.33999991416931,Inovio Pharmaceuticals,Open
8,2019-10-22,17.0499992370605,BioNTech,Open
8,2019-10-22,7613700,Johnson & Johnson,Volume
8,2019-10-22,20.6399993896484,BioNTech,High
8,2019-10-22,20.6399993896484,BioNTech,Close
8,2019-10-22,395900,Novavax,Volume
8,2019-10-22,15.5500001907349,Moderna,Low
8,2019-10-22,4.51999998092651,Novavax,High
8,2019-10-22,4.42000007629395,Novavax,Open
8,2019-10-22,41.5588035583496,Astrazeneca,Adj_Close
8,2019-10-22,129.199996948242,Johnson & Johnson,Close
8,2019-10-22,44.2200012207031,Astrazeneca,Open
8,2019-10-22,2.41000008583069,Inovio Pharmaceuticals,High
8,2019-10-22,4.34000015258789,Novavax,Adj_Close
8,2019-10-22,20.6399993896484,BioNTech,Adj_Close
8,2019-10-22,17.0499992370605,BioNTech,Low
8,2019-10-22,16.0900001525879,Moderna,High
8,2019-10-22,128.089996337891,Johnson & Johnson,Low
8,2019-10-22,15.9200000762939,Moderna,Close
8,2019-10-22,44.4700012207031,Astrazeneca,High
8,2019-10-22,43.9199981689453,Astrazeneca,Close
9,2019-10-23,130.479995727539,Johnson & Johnson,High
9,2019-10-23,44.7400016784668,Astrazeneca,High
9,2019-10-23,2.33999991416931,Inovio Pharmaceuticals,High
9,2019-10-23,21.9899997711182,BioNTech,High
9,2019-10-23,16.7900009155273,BioNTech,Low
9,2019-10-23,16.1599998474121,Moderna,Open
9,2019-10-23,2.3199999332428,Inovio Pharmaceuticals,Close
9,2019-10-23,17.6399993896484,BioNTech,Close
9,2019-10-23,129.660003662109,Johnson & Johnson,Open
9,2019-10-23,4.17000007629395,Novavax,Low
9,2019-10-23,129.899993896484,Johnson & Johnson,Close
9,2019-10-23,44.5099983215332,Astrazeneca,Open
9,2019-10-23,4.30000019073486,Novavax,Adj_Close
9,2019-10-23,2.3199999332428,Inovio Pharmaceuticals,Adj_Close
9,2019-10-23,16.8999996185303,Moderna,Close
9,2019-10-23,4.3899998664856,Novavax,Open
9,2019-10-23,21.9500007629395,BioNTech,Open
9,2019-10-23,16.8999996185303,Moderna,Adj_Close
9,2019-10-23,4.30000019073486,Novavax,Close
9,2019-10-23,4.44000005722046,Novavax,High
9,2019-10-23,2.23000001907349,Inovio Pharmaceuticals,Low
9,2019-10-23,44.689998626709,Astrazeneca,Close
9,2019-10-23,16.0900001525879,Moderna,Low
9,2019-10-23,1512000,Moderna,Volume
9,2019-10-23,357000,Novavax,Volume
9,2019-10-23,2.26999998092651,Inovio Pharmaceuticals,Open
9,2019-10-23,44.2799987792969,Astrazeneca,Low
9,2019-10-23,17.6399993896484,BioNTech,Adj_Close
9,2019-10-23,129.070007324219,Johnson & Johnson,Low
9,2019-10-23,3684600,Astrazeneca,Volume
9,2019-10-23,17.0100002288818,Moderna,High
9,2019-10-23,6693400,Johnson & Johnson,Volume
9,2019-10-23,355300,Inovio Pharmaceuticals,Volume
9,2019-10-23,476600,BioNTech,Volume
9,2019-10-23,42.287410736084,Astrazeneca,Adj_Close
9,2019-10-23,123.306976318359,Johnson & Johnson,Adj_Close
10,2019-10-24,126.099998474121,Johnson & Johnson,Low
10,2019-10-24,269200,BioNTech,Volume
10,2019-10-24,2.26999998092651,Inovio Pharmaceuticals,Low
10,2019-10-24,4.40000009536743,Novavax,High
10,2019-10-24,20,BioNTech,High
10,2019-10-24,44.7097854614258,Astrazeneca,Adj_Close
10,2019-10-24,16.5900001525879,Moderna,Close
10,2019-10-24,16.0499992370605,Moderna,Low
10,2019-10-24,127.5,Johnson & Johnson,Close
10,2019-10-24,2.33999991416931,Inovio Pharmaceuticals,Open
10,2019-10-24,4.26999998092651,Novavax,Adj_Close
10,2019-10-24,18.8500003814697,BioNTech,Adj_Close
10,2019-10-24,2.29999995231628,Inovio Pharmaceuticals,Close
10,2019-10-24,2.36999988555908,Inovio Pharmaceuticals,High
10,2019-10-24,16.9200000762939,Moderna,Open
10,2019-10-24,47.310001373291,Astrazeneca,High
10,2019-10-24,4.30999994277954,Novavax,Open
10,2019-10-24,16.5900001525879,Moderna,Adj_Close
10,2019-10-24,17.1100006103516,BioNTech,Low
10,2019-10-24,274400,Inovio Pharmaceuticals,Volume
10,2019-10-24,2.29999995231628,Inovio Pharmaceuticals,Adj_Close
10,2019-10-24,12111600,Johnson & Johnson,Volume
10,2019-10-24,130.580001831055,Johnson & Johnson,High
10,2019-10-24,121.028785705566,Johnson & Johnson,Adj_Close
10,2019-10-24,6002800,Astrazeneca,Volume
10,2019-10-24,18.7299995422363,BioNTech,Open
10,2019-10-24,18.8500003814697,BioNTech,Close
10,2019-10-24,130.419998168945,Johnson & Johnson,Open
10,2019-10-24,46.4799995422363,Astrazeneca,Open
10,2019-10-24,266400,Novavax,Volume
10,2019-10-24,4.26999998092651,Novavax,Close
10,2019-10-24,46.3600006103516,Astrazeneca,Low
10,2019-10-24,47.25,Astrazeneca,Close
10,2019-10-24,17.0300006866455,Moderna,High
10,2019-10-24,4.21999979019165,Novavax,Low
10,2019-10-24,1112100,Moderna,Volume
11,2019-10-25,18.5,BioNTech,Open
11,2019-10-25,45.1072006225586,Astrazeneca,Adj_Close
11,2019-10-25,17.0100002288818,Moderna,Adj_Close
11,2019-10-25,4.26999998092651,Novavax,Open
11,2019-10-25,128.350006103516,Johnson & Johnson,Close
